id_student,average_score,completed_assessments,late_submission_count
102028,90.25,12,0
102067,100.0,1,0
102209,54.333333333333336,3,0
102221,75.42857142857143,7,0
102343,79.25,12,0
102806,78.0,5,0
102850,78.85714285714286,7,0
102854,89.41666666666667,12,0
102952,76.6,5,0
103496,63.2,5,0
103535,85.72727272727273,11,0
103800,58.142857142857146,7,0
103904,81.78571428571429,14,0
104054,94.63636363636364,11,0
104213,84.75,12,0
104316,80.5,6,0
104476,79.6,5,0
104480,88.0,7,0
104643,76.28571428571429,7,0
104772,65.14285714285714,7,3
105125,62.0,1,0
105168,86.0,5,0
105413,66.88888888888889,9,0
105523,51.38461538461539,13,0
105527,83.18181818181819,11,0
105629,87.33333333333333,12,0
105851,90.2,10,0
105883,76.72727272727273,11,0
105939,78.66666666666667,12,0
106095,59.6,5,0
106247,60.0,3,0
106553,74.57142857142857,7,0
106577,53.4,5,0
106588,90.18181818181819,11,0
106793,57.8,5,0
107028,62.625,8,0
107084,60.54545454545455,11,0
107162,86.25,12,0
107339,78.92307692307692,13,0
107455,71.8,5,0
107489,82.0,5,0
107713,99.33333333333333,3,0
107883,93.5,2,0
108118,87.875,8,0
108207,68.66666666666667,12,0
108281,90.5,4,0
108330,58.75,12,0
108377,78.6,10,0
108497,76.75,4,0
108565,63.0,1,0
108589,88.72727272727273,11,0
108760,68.66666666666667,9,0
108789,27.0,1,0
108799,88.9090909090909,11,0
108822,91.5,12,0
108834,84.0,3,0
108859,55.4,5,0
108872,61.8,5,0
108949,80.5,6,2
109155,67.8,5,0
109372,85.36363636363636,11,0
109441,70.0,5,0
109577,66.3157894736842,19,0
109772,80.55555555555556,9,0
109782,77.2,5,0
109938,89.81818181818181,11,0
110085,68.25,12,0
110116,84.16666666666667,12,0
110175,63.4,5,0
110200,49.833333333333336,6,0
110524,77.42857142857143,7,0
110529,67.25,4,0
110640,83.57142857142857,7,0
110789,56.25,4,0
110820,79.33333333333333,3,0
110881,72.91304347826087,23,0
110911,76.8,5,0
111113,33.75,4,0
111360,44.25,8,0
111548,22.5,4,0
111717,81.0,3,0
111775,88.91666666666667,12,0
111926,76.875,8,0
111942,86.81818181818181,11,0
111959,76.0,3,0
112245,78.71428571428571,14,0
112441,86.33333333333333,9,0
112454,76.11111111111111,9,0
113295,77.6,5,0
113565,83.83333333333333,12,0
113698,61.0,2,0
113702,84.66666666666667,3,0
113824,76.0,2,0
114017,71.8,5,0
114367,90.11111111111111,9,0
114402,87.6,5,0
114500,51.583333333333336,12,0
114558,69.0,6,0
114999,72.8,5,0
115373,81.75,12,0
115452,91.22222222222223,9,0
116290,84.0,1,0
116319,82.77777777777777,9,0
116518,71.11111111111111,9,0
116529,88.0,10,5
116541,62.4,5,0
116603,90.4,10,0
116606,58.0,5,0
116621,90.16666666666667,12,0
116631,68.0,1,0
116692,74.2,5,0
116763,79.0,1,0
116808,95.41666666666667,12,0
117071,73.0,2,0
117197,88.75,4,0
117232,72.9047619047619,21,0
117281,82.85714285714286,7,0
117435,66.54545454545455,11,3
117510,92.08333333333333,12,0
117544,70.2,5,0
117545,91.0,2,0
117699,87.0909090909091,11,0
117818,57.6,5,0
117939,42.57142857142857,7,0
118050,74.81818181818181,11,0
118098,35.22222222222222,9,0
118213,30.6,5,0
118474,88.875,8,0
118479,83.85714285714286,7,0
118532,86.41666666666667,12,0
118578,59.75,4,0
118668,78.83333333333333,12,0
118983,61.8,5,0
119310,74.53846153846153,13,0
119353,85.83333333333333,12,0
119444,62.25,8,0
119471,67.36363636363636,11,0
119729,10.0,1,0
119865,89.75,12,0
119898,68.81818181818181,11,0
119902,67.0,4,0
120236,44.333333333333336,9,0
120611,59.333333333333336,3,0
120994,88.33333333333333,6,0
120999,68.71428571428571,7,0
121000,35.5,2,0
121056,45.0,1,0
121163,90.0,1,0
121182,81.57142857142857,7,0
121349,76.0,5,0
121390,75.75,4,0
122337,58.5,4,0
122392,54.0,5,0
122459,69.55555555555556,9,0
122636,45.0,1,0
122739,40.6,5,0
122846,54.857142857142854,7,0
122928,74.33333333333333,6,0
123044,71.4,5,0
123053,85.8,5,0
123087,74.0,5,0
123183,88.5,6,0
123270,65.5,4,0
123462,84.6,10,0
123497,75.5,2,0
123598,77.42857142857143,14,0
123716,80.36363636363636,11,0
123860,77.9090909090909,11,0
123957,61.857142857142854,7,4
124006,66.33333333333333,6,0
124064,87.2,5,0
124134,96.25,4,0
124193,95.77777777777777,9,0
124304,90.0,4,0
124711,44.0,1,0
124728,75.0,2,0
124909,82.0,11,0
124944,91.11111111111111,9,0
125018,64.8,5,0
125055,82.66666666666667,9,0
125063,78.83333333333333,12,0
125407,71.42857142857143,7,0
125535,38.2,5,0
125777,93.5,2,0
125830,69.25,4,0
125996,78.91666666666667,12,0
126074,,1,0
126088,37.8,5,0
126322,84.14285714285714,7,2
126337,57.2,5,0
126394,85.1875,16,0
126395,49.0,7,0
126411,100.0,1,0
126450,81.0,4,0
126608,61.18181818181818,11,0
126713,75.5,10,0
126769,60.0,5,0
126800,68.0,5,0
126812,53.8,10,0
126912,62.42857142857143,7,7
127179,69.0,2,0
127580,77.33333333333333,6,0
127582,69.6,5,0
127642,85.58333333333333,12,0
127988,68.6,5,0
128072,67.0,1,0
128132,80.75,12,0
128142,69.125,8,0
128348,52.5,2,0
128386,88.33333333333333,3,0
128510,85.375,8,2
128656,70.4,5,0
128678,42.45454545454545,11,0
128791,60.0,3,0
128817,66.0,1,0
128889,85.0909090909091,11,0
128929,92.25,4,0
128965,68.16666666666667,6,0
128968,85.58333333333333,12,0
128971,84.5,4,0
129198,44.0,1,0
129212,82.375,8,0
129638,33.0,2,0
129878,19.666666666666668,3,0
129907,87.75,12,0
129955,81.0,6,3
129989,96.0,7,0
130003,78.8,5,0
130013,77.45454545454545,11,0
130034,78.4,5,0
130403,65.0,12,0
130409,66.83333333333333,12,0
130467,65.71428571428571,7,0
130547,58.4,5,0
130636,60.0,5,0
130658,69.9090909090909,11,0
130671,74.5,6,0
130992,77.33333333333333,12,0
131051,89.6,10,0
131145,82.78260869565217,23,0
131152,60.57142857142857,7,0
131222,79.5625,16,0
131235,37.0,2,0
131272,75.83333333333333,12,0
131314,58.57142857142857,7,0
131390,78.6,5,0
131538,82.66666666666667,12,0
131597,73.63636363636364,11,0
131609,30.0,1,0
131612,87.14285714285714,7,0
131695,46.0,1,0
131776,84.0,4,0
131820,81.66666666666667,3,0
131933,79.5,8,0
132123,89.5,4,0
132157,69.6842105263158,19,0
132401,80.6,5,0
132423,86.66666666666667,3,0
132453,68.5,12,0
132475,75.58333333333333,12,0
132477,70.0,12,0
132511,67.75,4,0
132626,72.42857142857143,7,0
132924,39.25,4,0
132932,63.42857142857143,7,0
132972,78.77777777777777,9,0
132976,67.4,5,0
133019,80.91666666666667,12,0
133068,91.88888888888889,9,0
133104,88.19047619047619,21,0
133155,93.0,11,0
133185,82.33333333333333,12,0
133322,62.0,12,0
133365,79.57142857142857,7,0
133419,89.0,1,0
133718,69.0,2,0
133748,76.0,6,0
133816,65.4,5,0
133922,78.2,5,0
134025,87.27777777777777,18,0
134123,92.11111111111111,9,0
134143,84.4,5,0
134188,76.42857142857143,14,0
134190,78.0,1,0
134212,83.75,4,0
134243,62.0,7,0
134260,84.91666666666667,12,0
134336,74.625,8,0
134563,89.0909090909091,11,0
134847,89.5,14,2
134851,74.33333333333333,12,0
134920,47.142857142857146,7,0
134982,56.4,5,0
135075,85.0,12,0
135280,91.0,12,0
135330,64.0,3,0
135385,52.42857142857143,7,0
135400,53.142857142857146,7,0
135471,84.0,5,0
135763,80.0,4,0
135792,71.0,3,0
135999,55.0,1,0
136054,70.45454545454545,11,0
136135,65.14285714285714,7,0
136335,91.85714285714286,7,0
136793,58.166666666666664,6,0
136894,67.18181818181819,11,0
136944,83.58333333333333,13,2
137150,34.0,2,0
137281,60.5,2,0
137603,80.0,14,0
137873,80.2,5,0
137903,72.5,12,0
138204,80.0,1,0
138289,79.54545454545455,11,0
138407,49.666666666666664,3,0
138416,73.28571428571429,7,0
138704,74.14285714285714,7,0
138709,33.0,1,0
138710,66.66666666666667,9,0
138715,73.57142857142857,7,4
138861,94.33333333333333,9,0
138920,77.8,5,0
138997,36.4,5,0
139033,61.0,5,0
139190,86.08333333333333,12,0
139206,88.0,12,0
139250,92.54545454545455,11,0
139278,87.0,11,0
139329,84.0,9,0
139549,66.18181818181819,11,0
139701,88.33333333333333,3,0
139843,24.0,2,0
139949,91.33333333333333,12,0
140060,88.5,4,0
140518,92.0,1,0
140719,69.0,10,0
140807,73.14285714285714,7,0
140866,86.41666666666667,12,0
140907,79.5,12,0
141301,84.0,1,0
141355,72.6,5,0
141377,48.833333333333336,6,0
141430,84.33333333333333,12,0
141497,67.0,1,0
141506,75.0,1,0
141648,85.16666666666667,12,0
141823,29.0,2,0
141827,72.77777777777777,9,0
141949,83.9090909090909,11,0
142092,97.0,12,0
142310,81.58333333333333,12,0
142324,78.41666666666667,12,0
142326,73.6,5,0
142339,92.91666666666667,12,0
142819,72.71428571428571,14,0
142935,71.8,5,0
142990,51.666666666666664,3,0
143350,80.83333333333333,12,0
143711,89.25,4,0
143741,86.0909090909091,11,0
143755,90.7,10,0
144448,94.0,4,0
144562,75.25,4,0
144745,72.92307692307692,13,0
144747,85.58333333333333,12,0
144801,68.8,5,0
144895,80.14285714285714,7,0
144908,84.0,1,0
144923,67.0,6,0
144959,75.0,4,0
145114,55.72727272727273,11,0
145130,54.4,5,0
145280,62.2,5,0
145282,95.55555555555556,9,0
145388,67.5,2,0
145490,46.6,5,0
145544,86.0,11,0
145578,59.333333333333336,3,0
145640,93.16666666666667,12,0
145770,41.0,1,0
146165,82.54545454545455,11,0
146188,50.0,5,0
146485,62.57142857142857,7,0
146503,63.4,5,0
146600,87.0,9,0
146651,72.18181818181819,11,0
146666,43.0,7,0
146679,74.0,1,0
146738,85.58333333333333,12,0
146943,86.0,3,0
146974,75.0,4,0
147168,78.83333333333333,12,0
147307,63.0,1,0
147328,66.85714285714286,7,0
147675,65.0,2,0
147715,69.71428571428571,7,0
147756,68.66666666666667,9,0
147793,52.0,1,0
147876,78.57142857142857,7,0
148008,60.75,4,0
148282,46.0,1,0
148328,85.66666666666667,3,0
148414,85.28571428571429,7,0
148427,82.6,10,0
148993,79.5,8,0
149178,78.0,11,0
149567,76.0,1,0
149680,84.75,12,0
149693,72.63636363636364,11,0
149741,66.4,5,0
149962,68.4,5,0
149964,79.0,1,0
150121,50.0,2,0
150282,77.66666666666667,12,0
150398,70.0,5,0
150578,69.5,4,0
150763,76.41666666666667,12,0
151358,50.0,5,0
151465,70.25,12,0
151549,72.0,2,0
151587,67.0,3,0
151697,89.0909090909091,11,0
151745,65.57142857142857,7,0
151800,65.0,4,0
151917,75.6875,16,0
152153,52.285714285714285,7,0
152320,75.54545454545455,11,5
152428,60.55555555555556,9,0
152524,91.66666666666667,12,0
152587,82.41666666666667,12,0
152626,61.333333333333336,12,0
152668,71.0,1,0
152671,83.44444444444444,9,0
152887,76.0,2,0
152910,82.22222222222223,9,0
152917,89.25,12,0
152929,80.44444444444444,9,0
152962,75.8,5,0
152973,58.8,5,0
153110,70.0,5,0
153170,70.5,6,0
153212,83.54545454545455,11,0
153611,76.44444444444444,9,0
153704,85.15384615384616,13,6
153785,82.5,12,0
153788,66.5,4,0
154011,79.36363636363636,11,0
154027,73.3,10,0
154057,74.75,4,0
154059,58.833333333333336,12,0
154073,53.285714285714285,7,0
154125,87.55555555555556,9,0
154191,88.58333333333333,12,0
154540,79.18181818181819,11,0
154570,78.2,5,0
154697,24.0,1,0
155067,48.5,2,0
155158,70.25,12,0
155256,92.22222222222223,9,0
155298,77.42857142857143,21,0
155484,76.6,5,0
155511,83.91666666666667,12,0
155550,67.0,5,0
155631,88.0909090909091,11,0
155854,79.8,5,0
155938,83.16666666666667,12,0
155956,53.6,5,0
155963,91.22222222222223,9,0
155984,78.14285714285714,7,0
156127,70.0,3,0
156171,76.91666666666667,12,0
156311,91.27272727272727,11,0
156358,71.25,4,0
156594,80.25,4,0
156783,72.42857142857143,7,0
156835,86.9,10,0
157060,68.5,10,0
157225,76.0,1,0
157276,90.3,10,0
157298,57.714285714285715,14,0
157308,66.0909090909091,11,0
157310,65.0,7,0
157568,70.6,5,0
157752,49.6,5,0
157795,92.0,10,0
158575,66.66666666666667,3,0
158611,52.42857142857143,7,0
158707,74.0,3,0
158708,88.75,4,0
158831,77.75,4,0
159287,83.0,4,0
159293,86.81818181818181,11,0
159484,70.0,5,0
159571,76.66666666666667,3,0
159596,69.57142857142857,7,0
159906,76.36363636363636,11,0
159925,62.0,12,0
159947,75.66666666666667,6,0
159954,68.2,5,2
160005,91.14285714285714,14,0
160026,71.6,5,0
160181,66.6,5,0
160193,70.33333333333333,3,0
160300,64.33333333333333,6,0
160310,51.63636363636363,11,0
160401,47.0,1,0
160472,71.8,10,0
160479,75.66666666666667,9,0
160536,80.77777777777777,9,0
160934,66.0,2,0
160945,90.44444444444444,9,0
160946,85.41666666666667,12,0
161491,81.36363636363636,11,0
161658,57.0,3,0
161678,40.0,1,0
161781,68.75,4,0
162210,92.0,4,0
162337,60.0,2,0
162650,36.0,7,0
162809,82.41666666666667,12,0
162984,40.0,1,0
163067,71.57142857142857,14,0
163120,81.16666666666667,12,0
163332,53.75,4,0
163962,0.0,1,0
163996,47.0,7,0
164148,90.41666666666667,12,0
164211,87.77777777777777,9,0
164259,71.8,5,0
164922,96.66666666666667,9,0
164935,74.57142857142857,7,0
164944,62.4,5,0
164968,76.23076923076923,13,0
165099,44.6,5,0
165178,54.142857142857146,7,1
165226,77.0,1,0
165243,82.1,10,0
165376,67.33333333333333,3,0
165421,58.785714285714285,14,0
165509,72.33333333333333,3,0
165617,64.8,10,0
165647,43.916666666666664,12,5
165733,53.40909090909091,22,0
165806,56.333333333333336,12,0
165823,65.0,1,0
165904,93.18181818181819,11,0
166123,75.58333333333333,12,0
166160,100.0,4,0
166183,72.14285714285714,7,0
166327,80.91666666666667,12,0
166342,87.35714285714286,14,0
166421,85.27272727272727,11,0
166713,84.78571428571429,14,0
166988,73.78571428571429,14,0
167106,56.25,12,0
167557,88.25,4,0
167717,46.285714285714285,7,0
167759,64.875,8,0
167791,76.1,10,0
167906,69.4,5,0
167945,46.0,3,0
167961,76.0,5,0
168178,45.888888888888886,9,0
168229,93.75,12,0
168243,30.0,2,0
168843,51.0,4,0
168936,66.4,5,0
169008,61.2,5,0
169079,94.42857142857143,7,0
169213,67.54545454545455,11,0
169297,75.0,5,0
169380,77.5,6,0
169400,89.8,5,0
169490,75.0,8,0
169515,59.0,2,0
169596,72.0,3,0
169858,78.66666666666667,12,0
169894,85.36363636363636,11,0
169908,71.0,3,0
170025,61.5625,16,0
170030,86.42857142857143,21,0
170165,74.08333333333333,12,0
170356,65.0,1,0
170864,97.2,5,0
170874,59.083333333333336,12,0
170936,65.66666666666667,3,0
170943,81.33333333333333,12,0
171304,54.333333333333336,3,0
171334,97.0,1,0
171549,80.83333333333333,6,0
171692,52.666666666666664,15,0
171751,81.45454545454545,11,0
171843,74.0,4,0
171896,63.888888888888886,18,0
172112,69.6,5,0
172137,82.9,10,0
172493,81.41666666666667,12,0
172797,61.4,5,0
172965,89.9375,16,0
173004,60.85,20,6
173163,37.5,5,0
